ABBR,Sentence_A,Sentence_B,Sentence_C,target,Primary_Expression,Alternative_Expression
SAB,OBJECTIVE: This study was undertaken to determine differences in neonatal outcomes between successful pregnancies conceived immediately after a spontaneous abortion and successful pregnancies conceived after two menstrual cycles or at least 100 days from the spontaneous abortion .,OBJECTIVE: This study was undertaken to determine differences in neonatal outcomes between successful pregnancies conceived immediately after a SAB and successful pregnancies conceived after two menstrual cycles or at least 100 days from the .,OBJECTIVE: This study was undertaken to determine differences in neonatal outcomes between successful pregnancies conceived immediately after a Staphylococcus aureus bacteremia and successful pregnancies conceived after two menstrual cycles or at least 100 days from the Staphylococcus aureus bacteremia .,and,,
SAB,OBJECTIVE: To determine the significance of biochemical pregnancy losses and clinical spontaneous abortion on outcomes of future IVF cycles.,OBJECTIVE: To determine the significance of biochemical pregnancy losses and clinical SAB on outcomes of future IVF cycles.,OBJECTIVE: To determine the significance of biochemical pregnancy losses and clinical Staphylococcus aureus bacteremia on outcomes of future IVF cycles.,on,,
SBP,"In the nontreated hypertensive group (n = 72), casual blood pressure (145 +/- 14/92 +/- 9 mmHg) was higher than morning (138 +/- 16/89 +/- 11 mmHg) and evening (134 +/- 16/83 +/- 11 mmHg) home blood pressure, but no difference was seen between morning and evening systolic blood pressure therefore.","In the nontreated hypertensive group (n = 72), casual blood pressure (145 +/- 14/92 +/- 9 mmHg) was higher than morning (138 +/- 16/89 +/- 11 mmHg) and evening (134 +/- 16/83 +/- 11 mmHg) home blood pressure, but no difference was seen between morning and evening SBP therefore.","In the nontreated hypertensive group (n = 72), casual blood pressure (145 +/- 14/92 +/- 9 mmHg) was higher than morning (138 +/- 16/89 +/- 11 mmHg) and evening (134 +/- 16/83 +/- 11 mmHg) home blood pressure, but no difference was seen between morning and evening spontaneous bacterial peritonitis therefore.",therefore,,
SBP,Changes in systolic blood pressure and responses to acetylcholine and phenylephrine were determined.,Changes in SBP and responses to acetylcholine and phenylephrine were determined.,Changes in spontaneous bacterial peritonitis and responses to acetylcholine and phenylephrine were determined.,and,,
SBP,"Furthermore, we observed that in clinical trials in hypertensive or high-risk patients gradients in systolic blood pressure accounted for most differences in outcome.","Furthermore, we observed that in clinical trials in hypertensive or high-risk patients gradients in SBP accounted for most differences in outcome.","Furthermore, we observed that in clinical trials in hypertensive or high-risk patients gradients in spontaneous bacterial peritonitis accounted for most differences in outcome.",accounted,,
SBP,"Although the pattern was similar to the DBP response, alpha(1A)-AR Cys347 allelic carriers had only a moderately increased systolic blood pressure response at the 2 time points.","Although the pattern was similar to the DBP response, alpha(1A)-AR Cys347 allelic carriers had only a moderately increased SBP response at the 2 time points.","Although the pattern was similar to the DBP response, alpha(1A)-AR Cys347 allelic carriers had only a moderately increased spontaneous bacterial peritonitis response at the 2 time points.",at,,
SBP,"Mean systolic blood pressure in treated and untreated SHR was 145 +/- 7 mmHg and 142 +/- 8 mmHg, respectively.","Mean SBP in treated and untreated SHR was 145 +/- 7 mmHg and 142 +/- 8 mmHg, respectively.","Mean spontaneous bacterial peritonitis in treated and untreated SHR was 145 +/- 7 mmHg and 142 +/- 8 mmHg, respectively.",in,,
SLE,Various abnormalities have been described in B cells from patients with systemic autoimmune diseases such as systemic lupus erythematosus and lupus-prone mice.,Various abnormalities have been described in B cells from patients with systemic autoimmune diseases such as SLE and lupus-prone mice.,Various abnormalities have been described in B cells from patients with systemic autoimmune diseases such as Louis encephalitis and lupus-prone mice.,and,,
SLE,"Polymorphisms of Fcgr2b in mice have been shown to be associated with autoimmune diseases including systemic lupus erythematosus and targeted disruption of Fcgr2b renders mice susceptible to induced or spontaneous autoimmunity, depending on the genetic background.","Polymorphisms of Fcgr2b in mice have been shown to be associated with autoimmune diseases including SLE and targeted disruption of Fcgr2b renders mice susceptible to induced or spontaneous autoimmunity, depending on the genetic background.","Polymorphisms of Fcgr2b in mice have been shown to be associated with autoimmune diseases including Louis encephalitis and targeted disruption of Fcgr2b renders mice susceptible to induced or spontaneous autoimmunity, depending on the genetic background.",and,,
SLE,"Because of the consensus that T cells play a central role in the pathogenesis of systemic lupus erythematosus, we explored the molecular basis of the defective function of SLE T cells for expression of signal transduction molecules, as well as surface structures such as adhesion molecules, by extensively testing peripheral blood T cells from SLE patients.","Because of the consensus that T cells play a central role in the pathogenesis of SLE, we explored the molecular basis of the defective function of SLE T cells for expression of signal transduction molecules, as well as surface structures such as adhesion molecules, by extensively testing peripheral blood T cells from SLE patients.","Because of the consensus that T cells play a central role in the pathogenesis of Louis encephalitis, we explored the molecular basis of the defective function of SLE T cells for expression of signal transduction molecules, as well as surface structures such as adhesion molecules, by extensively testing peripheral blood T cells from SLE patients.",we,,
SLE,OBJECTIVE: The effectiveness of aggressive management of traditional risk factors for accelerated atherosclerosis in systemic lupus erythematosus has been advocated but not proven.,OBJECTIVE: The effectiveness of aggressive management of traditional risk factors for accelerated atherosclerosis in SLE has been advocated but not proven.,OBJECTIVE: The effectiveness of aggressive management of traditional risk factors for accelerated atherosclerosis in Louis encephalitis has been advocated but not proven.,has,,
SLE,OBJECTIVE: To determine the safety and efficacy of B lymphocyte depletion therapy in patients with refractory childhood-onset systemic lupus erythematosus therefore.,OBJECTIVE: To determine the safety and efficacy of B lymphocyte depletion therapy in patients with refractory childhood-onset SLE therefore.,OBJECTIVE: To determine the safety and efficacy of B lymphocyte depletion therapy in patients with refractory childhood-onset Louis encephalitis therefore.,therefore,,
SMA,"spinal muscular atrophy is a common autosomal recessive disorder, caused by homozygous deletion of the survival motor neuron gene 1 (SMN1).","SMA is a common autosomal recessive disorder, caused by homozygous deletion of the survival motor neuron gene 1 (SMN1).","superior mesenteric artery is a common autosomal recessive disorder, caused by homozygous deletion of the survival motor neuron gene 1 (SMN1).",is,,
