abbr,sentence_a,sentence_b,sentence_c
THC,delta 9-tetrahydrocannabinol  is effective in the treatment of tics in Tourette syndrome: a 6-week randomized trial.,delta 9-tetrahydrocannabinol ( THC ) is effective in the treatment of tics in Tourette syndrome: a 6-week randomized trial.,delta 9-tetrahydrocannabinol ( THC ) is effective in the treatment of tics in Tourette syndrome: a 6-week randomized trial.
THC,"Moreover, it also should include a discussion of potential indications for the application of delta 9-tetrahydrocannabinol  (Dronabinol, Marinol) in childhood.","Moreover, it also should include a discussion of potential indications for the application of delta 9-tetrahydrocannabinol ( THC ) (Dronabinol, Marinol) in childhood.","Moreover, it also should include a discussion of potential indications for the application of delta 9-tetrahydrocannabinol ( THC ) (Dronabinol, Marinol) in childhood."
THC,Cognitive and subjective dose-response effects of acute oral delta 9-tetrahydrocannabinol  in infrequent cannabis users.,Cognitive and subjective dose-response effects of acute oral delta 9-tetrahydrocannabinol ( THC ) in infrequent cannabis users.,Cognitive and subjective dose-response effects of acute oral delta 9-tetrahydrocannabinol ( THC ) in infrequent cannabis users.
THC,"The present study was undertaken to determine the effects of delta 9-tetrahydrocannabinol , the major psychoactive component in marijuana on fetal lung development specifically related to surfactant production.","The present study was undertaken to determine the effects of delta 9-tetrahydrocannabinol ( THC ), the major psychoactive component in marijuana on fetal lung development specifically related to surfactant production.","The present study was undertaken to determine the effects of delta 9-tetrahydrocannabinol ( THC ), the major psychoactive component in marijuana on fetal lung development specifically related to surfactant production."
THC,"It is now well established that central effects of delta 9-tetrahydrocannabinol , the main psychoactive component of marijuana, are mediated by CB1 cannabinoid receptors.","It is now well established that central effects of delta 9-tetrahydrocannabinol ( THC ), the main psychoactive component of marijuana, are mediated by CB1 cannabinoid receptors.","It is now well established that central effects of delta 9-tetrahydrocannabinol ( THC ), the main psychoactive component of marijuana, are mediated by CB1 cannabinoid receptors."
TIA,No patient sustained stroke or transient ischemic attack  during the procedure or during hospital stay.,No patient sustained stroke or transient ischemic attack ( TIA ) during the procedure or during hospital stay.,No patient sustained stroke or transient ischemic attack ( TIA ) during the procedure or during hospital stay.
TIA,"OBJECTIVE: To estimate the rates and predictors of survival and recurrence among residents of Olmsted County, Minnesota, who received an Ini TIA l diagnosis based on 2-dimensional color Doppler echocardiography of moderate or severe mitral or aortic stenosis or regurgitation and who experienced a first ischemic stroke, transient ischemic attack , or amaurosis fugax.","OBJECTIVE: To estimate the rates and predictors of survival and recurrence among residents of Olmsted County, Minnesota, who received an Ini TIA l diagnosis based on 2-dimensional color Doppler echocardiography of moderate or severe mitral or aortic stenosis or regurgitation and who experienced a first ischemic stroke, transient ischemic attack ( TIA ), or amaurosis fugax.","OBJECTIVE: To estimate the rates and predictors of survival and recurrence among residents of Olmsted County, Minnesota, who received an Ini TIA l diagnosis based on 2-dimensional color Doppler echocardiography of moderate or severe mitral or aortic stenosis or regurgitation and who experienced a first ischemic stroke, transient ischemic attack ( TIA ), or amaurosis fugax."
TIA,"[Evaluation of neurosonography for a case of brainstem transient ischemic attack  due to proximal subclavian artery stenosis, with favorable outcome after axillo-axillary bypass grafting]","[Evaluation of neurosonography for a case of brainstem transient ischemic attack ( TIA ) due to proximal subclavian artery stenosis, with favorable outcome after axillo-axillary bypass grafting]","[Evaluation of neurosonography for a case of brainstem transient ischemic attack ( TIA ) due to proximal subclavian artery stenosis, with favorable outcome after axillo-axillary bypass grafting]"
TIA,"We studied 29 consecutive stroke, two transient ischemic attack  patients with BD who have been admitted to our stroke unit.","We studied 29 consecutive stroke, two transient ischemic attack ( TIA ) patients with BD who have been admitted to our stroke unit.","We studied 29 consecutive stroke, two transient ischemic attack ( TIA ) patients with BD who have been admitted to our stroke unit."
TIA,"Small studies have demonstrated that they predict the combined endpoint of stroke and transient ischemic attack , but no studies have shown that they predict the more important endpoint of stroke alone.","Small studies have demonstrated that they predict the combined endpoint of stroke and transient ischemic attack ( TIA ), but no studies have shown that they predict the more important endpoint of stroke alone.","Small studies have demonstrated that they predict the combined endpoint of stroke and transient ischemic attack ( TIA ), but no studies have shown that they predict the more important endpoint of stroke alone."
TIA,METHODS: Platelet function was assessed by all 3 tests in 100 patients receiving low-dose ASA therapy after transient ischemic attack  or ischemic stroke.,METHODS: Platelet function was assessed by all 3 tests in 100 patients receiving low-dose ASA therapy after transient ischemic attack ( TIA ) or ischemic stroke.,METHODS: Platelet function was assessed by all 3 tests in 100 patients receiving low-dose ASA therapy after transient ischemic attack ( TIA ) or ischemic stroke.
TIA,We aimed at assessing differences in risk factor profile and prognosis between TGA and transient ischemic attack  patients with a focus on aspects with possible psychopathological relevance.,We aimed at assessing differences in risk factor profile and prognosis between TGA and transient ischemic attack ( TIA ) patients with a focus on aspects with possible psychopathological relevance.,We aimed at assessing differences in risk factor profile and prognosis between TGA and transient ischemic attack ( TIA ) patients with a focus on aspects with possible psychopathological relevance.
TIA,"Specifically, there are no reliable data on the associations of FHx(stroke) in patients with transient ischemic attack  in whom relationships with IPs are likely to be determined most reliably.","Specifically, there are no reliable data on the associations of FHx(stroke) in patients with transient ischemic attack ( TIA ) in whom relationships with IPs are likely to be determined most reliably.","Specifically, there are no reliable data on the associations of FHx(stroke) in patients with transient ischemic attack ( TIA ) in whom relationships with IPs are likely to be determined most reliably."
TIA,"At 30 days, we observed in group 1 (simultaneous bilateral CAS) no transient ischemic attack , no minor stroke, one (5.8%) major stroke (hyperperfusion syndrome with brain hemorrhage leading to death in a patient under IIb/IIIa inhibitors), one myocardial infarction leading to death, and two (11.7%) death/stroke/myocardial infarction; in group 2 (staged procedure), two (5%) TIA s, no minor stroke, no major stroke, and one (2.5%) hyperperfusion syndrome with rapid recovery.","At 30 days, we observed in group 1 (simultaneous bilateral CAS) no transient ischemic attack ( TIA ), no minor stroke, one (5.8%) major stroke (hyperperfusion syndrome with brain hemorrhage leading to death in a patient under IIb/IIIa inhibitors), one myocardial infarction leading to death, and two (11.7%) death/stroke/myocardial infarction; in group 2 (staged procedure), two (5%) TIA s, no minor stroke, no major stroke, and one (2.5%) hyperperfusion syndrome with rapid recovery.","At 30 days, we observed in group 1 (simultaneous bilateral CAS) no transient ischemic attack ( TIA ), no minor stroke, one (5.8%) major stroke (hyperperfusion syndrome with brain hemorrhage leading to death in a patient under IIb/IIIa inhibitors), one myocardial infarction leading to death, and two (11.7%) death/stroke/myocardial infarction; in group 2 (staged procedure), two (5%) TIA s, no minor stroke, no major stroke, and one (2.5%) hyperperfusion syndrome with rapid recovery."
